"splitid","ValueID","PerfID","ReportNo","ActiveStatus","CreatedDate"
"47225","43672","2","BMT/9050","True","8/3/2016 5:23:26 PM"
"47226","43671","2","BMT/9050","True","8/3/2016 5:23:26 PM"
"47256","43704","21","BMT/9391","True","8/4/2016 11:54:10 AM"
"47257","43703","21","BMT/9391","True","8/4/2016 11:54:10 AM"
"47258","43705","22","BMT/9391","True","8/4/2016 11:54:24 AM"
"47309","43756","1","BMT/9706","True","8/17/2016 12:21:55 PM"
"47310","43755","1","BMT/9706","True","8/17/2016 12:21:55 PM"
"47311","43754","1","BMT/9706","True","8/17/2016 12:21:55 PM"
"47312","43759","2","BMT/9706","True","8/17/2016 12:22:14 PM"
"47313","43758","2","BMT/9706","True","8/17/2016 12:22:14 PM"
"47314","43757","2","BMT/9706","True","8/17/2016 12:22:14 PM"
"47315","43761","3","BMT/9706","True","8/17/2016 12:22:20 PM"
"47316","43760","3","BMT/9706","True","8/17/2016 12:22:20 PM"
"47696","44151","1","BMT/9772","True","8/18/2016 2:51:51 PM"
"47697","44150","1","BMT/9772","True","8/18/2016 2:51:51 PM"
"47698","44149","1","BMT/9772","True","8/18/2016 2:51:51 PM"
"47699","44154","2","BMT/9772","True","8/18/2016 2:52:12 PM"
"47700","44153","2","BMT/9772","True","8/18/2016 2:52:12 PM"
"47701","44152","2","BMT/9772","True","8/18/2016 2:52:12 PM"
"47739","44194","1","BMT/9779","True","8/18/2016 3:13:35 PM"
"47740","44193","1","BMT/9779","True","8/18/2016 3:13:36 PM"
"47741","44192","1","BMT/9779","True","8/18/2016 3:13:36 PM"
"47742","44197","2","BMT/9779","True","8/18/2016 3:13:56 PM"
"47743","44196","2","BMT/9779","True","8/18/2016 3:13:56 PM"
"47744","44195","2","BMT/9779","True","8/18/2016 3:13:56 PM"
"47745","44199","3","BMT/9779","True","8/18/2016 3:14:25 PM"
"47746","44198","3","BMT/9779","True","8/18/2016 3:14:25 PM"
"47763","44218","1","BMT/9782","True","8/18/2016 3:24:37 PM"
"47764","44217","1","BMT/9782","True","8/18/2016 3:24:37 PM"
"47765","44216","1","BMT/9782","True","8/18/2016 3:24:37 PM"
"47766","44221","2","BMT/9782","True","8/18/2016 3:24:54 PM"
"47767","44220","2","BMT/9782","True","8/18/2016 3:24:54 PM"
"47768","44219","2","BMT/9782","True","8/18/2016 3:24:54 PM"
"47769","44223","3","BMT/9782","True","8/18/2016 3:25:13 PM"
"47770","44222","3","BMT/9782","True","8/18/2016 3:25:13 PM"
"47774","44229","1","BMT/9789","True","8/18/2016 3:46:05 PM"
"47775","44228","1","BMT/9789","True","8/18/2016 3:46:05 PM"
"47776","44227","1","BMT/9789","True","8/18/2016 3:46:05 PM"
"47777","44232","2","BMT/9789","True","8/18/2016 3:46:21 PM"
"47778","44231","2","BMT/9789","True","8/18/2016 3:46:21 PM"
"47779","44230","2","BMT/9789","True","8/18/2016 3:46:21 PM"
"47780","44234","3","BMT/9789","True","8/18/2016 3:46:30 PM"
"47781","44233","3","BMT/9789","True","8/18/2016 3:46:30 PM"
"47782","44237","1","BMT/9790","True","8/18/2016 3:49:35 PM"
"47783","44236","1","BMT/9790","True","8/18/2016 3:49:35 PM"
"47784","44235","1","BMT/9790","True","8/18/2016 3:49:35 PM"
"47785","44240","2","BMT/9790","True","8/18/2016 3:49:57 PM"
"47786","44239","2","BMT/9790","True","8/18/2016 3:49:57 PM"
"47787","44238","2","BMT/9790","True","8/18/2016 3:49:57 PM"
"47788","44242","3","BMT/9790","True","8/18/2016 3:50:18 PM"
"47789","44241","3","BMT/9790","True","8/18/2016 3:50:18 PM"
"47790","44245","1","BMT/9791","True","8/18/2016 3:52:06 PM"
"47791","44244","1","BMT/9791","True","8/18/2016 3:52:06 PM"
"47792","44243","1","BMT/9791","True","8/18/2016 3:52:06 PM"
"47793","44248","2","BMT/9791","True","8/18/2016 3:52:25 PM"
"47794","44247","2","BMT/9791","True","8/18/2016 3:52:25 PM"
"47795","44246","2","BMT/9791","True","8/18/2016 3:52:25 PM"
"47796","44250","3","BMT/9791","True","8/18/2016 3:52:30 PM"
"47797","44249","3","BMT/9791","True","8/18/2016 3:52:30 PM"
"47814","44269","1","BMT/9794","True","8/18/2016 3:59:17 PM"
"47815","44268","1","BMT/9794","True","8/18/2016 3:59:17 PM"
"47816","44267","1","BMT/9794","True","8/18/2016 3:59:17 PM"
"47817","44272","2","BMT/9794","True","8/18/2016 3:59:34 PM"
"47818","44271","2","BMT/9794","True","8/18/2016 3:59:34 PM"
"47819","44270","2","BMT/9794","True","8/18/2016 3:59:34 PM"
"47820","44274","3","BMT/9794","True","8/18/2016 3:59:47 PM"
"47821","44273","3","BMT/9794","True","8/18/2016 3:59:47 PM"
"47822","44277","1","BMT/9795","True","8/18/2016 4:02:18 PM"
"47823","44276","1","BMT/9795","True","8/18/2016 4:02:18 PM"
"47824","44275","1","BMT/9795","True","8/18/2016 4:02:18 PM"
"47825","44280","2","BMT/9795","True","8/18/2016 4:02:35 PM"
"47826","44279","2","BMT/9795","True","8/18/2016 4:02:35 PM"
"47827","44278","2","BMT/9795","True","8/18/2016 4:02:35 PM"
"47828","44282","3","BMT/9795","True","8/18/2016 4:02:40 PM"
"47829","44281","3","BMT/9795","True","8/18/2016 4:02:40 PM"
"47838","44293","1","BMT/9797","True","8/18/2016 4:30:03 PM"
"47839","44292","1","BMT/9797","True","8/18/2016 4:30:03 PM"
"47840","44291","1","BMT/9797","True","8/18/2016 4:30:03 PM"
"47841","44296","2","BMT/9797","True","8/18/2016 4:30:20 PM"
"47842","44295","2","BMT/9797","True","8/18/2016 4:30:20 PM"
"47843","44294","2","BMT/9797","True","8/18/2016 4:30:20 PM"
"47844","44298","3","BMT/9797","True","8/18/2016 4:30:37 PM"
"47845","44297","3","BMT/9797","True","8/18/2016 4:30:37 PM"
"47854","44309","1","BMT/9799","True","8/18/2016 4:35:00 PM"
"47855","44308","1","BMT/9799","True","8/18/2016 4:35:00 PM"
"47856","44307","1","BMT/9799","True","8/18/2016 4:35:00 PM"
"47862","44317","1","BMT/9800","True","8/18/2016 4:37:05 PM"
"47863","44316","1","BMT/9800","True","8/18/2016 4:37:05 PM"
"47864","44315","1","BMT/9800","True","8/18/2016 4:37:05 PM"
"47865","44320","2","BMT/9800","True","8/18/2016 4:37:22 PM"
"47866","44319","2","BMT/9800","True","8/18/2016 4:37:22 PM"
"47867","44318","2","BMT/9800","True","8/18/2016 4:37:22 PM"
"47868","44322","3","BMT/9800","True","8/18/2016 4:37:43 PM"
"47869","44321","3","BMT/9800","True","8/18/2016 4:37:43 PM"
"47878","44333","1","BMT/9802","True","8/18/2016 4:42:07 PM"
"47879","44332","1","BMT/9802","True","8/18/2016 4:42:07 PM"
"47880","44331","1","BMT/9802","True","8/18/2016 4:42:07 PM"
"47881","44336","2","BMT/9802","True","8/18/2016 4:42:23 PM"
"47882","44335","2","BMT/9802","True","8/18/2016 4:42:23 PM"
"47883","44334","2","BMT/9802","True","8/18/2016 4:42:23 PM"
"47884","44338","3","BMT/9802","True","8/18/2016 4:42:47 PM"
"47885","44337","3","BMT/9802","True","8/18/2016 4:42:47 PM"
"47889","44344","2","BMT/9803","True","8/18/2016 4:45:22 PM"
"47890","44343","2","BMT/9803","True","8/18/2016 4:45:22 PM"
"47891","44342","2","BMT/9803","True","8/18/2016 4:45:22 PM"
"47892","44346","3","BMT/9803","True","8/18/2016 4:45:41 PM"
"47893","44345","3","BMT/9803","True","8/18/2016 4:45:41 PM"
"47918","44373","1","BMT/9806","True","8/18/2016 5:02:13 PM"
"47919","44372","1","BMT/9806","True","8/18/2016 5:02:13 PM"
"47920","44371","1","BMT/9806","True","8/18/2016 5:02:13 PM"
"47921","44376","2","BMT/9806","True","8/18/2016 5:02:32 PM"
"47922","44375","2","BMT/9806","True","8/18/2016 5:02:32 PM"
"47923","44374","2","BMT/9806","True","8/18/2016 5:02:32 PM"
"47924","44378","3","BMT/9806","True","8/18/2016 5:03:03 PM"
"47925","44377","3","BMT/9806","True","8/18/2016 5:03:03 PM"
"47934","44389","1","BMT/9808","True","8/18/2016 5:12:18 PM"
"47935","44388","1","BMT/9808","True","8/18/2016 5:12:18 PM"
"47936","44387","1","BMT/9808","True","8/18/2016 5:12:18 PM"
"47937","44392","2","BMT/9808","True","8/18/2016 5:12:36 PM"
"47938","44391","2","BMT/9808","True","8/18/2016 5:12:36 PM"
"47013","43462","4","BMT/9068","True","8/2/2016 5:14:08 PM"
"47014","43461","4","BMT/9068","True","8/2/2016 5:14:08 PM"
"47015","43460","4","BMT/9068","True","8/2/2016 5:14:08 PM"
"47016","43465","43","BMT/9069","True","8/2/2016 5:20:04 PM"
"47017","43464","43","BMT/9069","True","8/2/2016 5:20:04 PM"
"47018","43463","43","BMT/9069","True","8/2/2016 5:20:04 PM"
"47035","43030","4","BMT/8830","True","8/2/2016 5:29:59 PM"
"47036","43031","4","BMT/8830","True","8/2/2016 5:29:59 PM"
"47037","43032","4","BMT/8830","True","8/2/2016 5:29:59 PM"
"47062","43511","1","BMT/9036","True","8/2/2016 6:46:42 PM"
"47063","43510","1","BMT/9036","True","8/2/2016 6:46:42 PM"
"47064","43509","1","BMT/9036","True","8/2/2016 6:46:42 PM"
"47065","43514","1","BMT/9036","True","8/2/2016 6:46:47 PM"
"47066","43513","1","BMT/9036","True","8/2/2016 6:46:47 PM"
"47067","43512","1","BMT/9036","True","8/2/2016 6:46:47 PM"
"47068","43517","1","BMT/9036","True","8/2/2016 6:49:40 PM"
"47069","43516","1","BMT/9036","True","8/2/2016 6:49:40 PM"
"47070","43515","1","BMT/9036","True","8/2/2016 6:49:40 PM"
"47071","43520","1","BMT/9036","True","8/2/2016 6:49:57 PM"
"47072","43519","1","BMT/9036","True","8/2/2016 6:49:57 PM"
"47073","43518","1","BMT/9036","True","8/2/2016 6:49:57 PM"
"47074","43523","1","BMT/9036","True","8/2/2016 6:51:53 PM"
"47075","43522","1","BMT/9036","True","8/2/2016 6:51:53 PM"
"47076","43521","1","BMT/9036","True","8/2/2016 6:51:53 PM"
"47077","43526","2","BMT/9036","True","8/2/2016 6:53:00 PM"
"47078","43525","2","BMT/9036","True","8/2/2016 6:53:00 PM"
"47079","43524","2","BMT/9036","True","8/2/2016 6:53:00 PM"
"47080","43529","2","BMT/9036","True","8/2/2016 6:53:05 PM"
"47081","43528","2","BMT/9036","True","8/2/2016 6:53:05 PM"
"47082","43527","2","BMT/9036","True","8/2/2016 6:53:05 PM"
"47083","43532","2","BMT/9036","True","8/2/2016 6:53:25 PM"
"47084","43531","2","BMT/9036","True","8/2/2016 6:53:25 PM"
"47085","43530","2","BMT/9036","True","8/2/2016 6:53:25 PM"
"47086","43534","3","BMT/9036","True","8/2/2016 6:55:24 PM"
"47087","43533","3","BMT/9036","True","8/2/2016 6:55:24 PM"
"47088","43536","3","BMT/9036","True","8/2/2016 6:56:41 PM"
"47089","43535","3","BMT/9036","True","8/2/2016 6:56:41 PM"
"47093","43542","2","BMT/9036","True","8/3/2016 9:50:10 AM"
"47094","43541","2","BMT/9036","True","8/3/2016 9:50:10 AM"
"47095","43540","2","BMT/9036","True","8/3/2016 9:50:10 AM"
"47096","43544","3","BMT/9036","True","8/3/2016 9:50:34 AM"
"47097","43543","3","BMT/9036","True","8/3/2016 9:50:34 AM"
"47130","43580","8","BMT/9041","True","8/3/2016 10:18:26 AM"
"47131","43579","8","BMT/9041","True","8/3/2016 10:18:26 AM"
"47132","43578","8","BMT/9041","True","8/3/2016 10:18:26 AM"
"47133","43577","8","BMT/9041","True","8/3/2016 10:18:26 AM"
"47143","43593","8","BMT/9042","True","8/3/2016 4:53:23 PM"
"47144","43592","8","BMT/9042","True","8/3/2016 4:53:23 PM"
"47145","43591","8","BMT/9042","True","8/3/2016 4:53:23 PM"
"47146","43590","8","BMT/9042","True","8/3/2016 4:53:23 PM"
"47176","43625","46","BMT/9045","True","8/3/2016 5:07:25 PM"
"47177","43624","46","BMT/9045","True","8/3/2016 5:07:25 PM"
"47178","43623","46","BMT/9045","True","8/3/2016 5:07:25 PM"
"47182","43631","2","BMT/9046","True","8/3/2016 5:09:25 PM"
"47183","43630","2","BMT/9046","True","8/3/2016 5:09:25 PM"
"47184","43629","2","BMT/9046","True","8/3/2016 5:09:25 PM"
"47185","43633","3","BMT/9046","True","8/3/2016 5:09:46 PM"
"47186","43632","3","BMT/9046","True","8/3/2016 5:09:46 PM"
"47187","43636","1","BMT/9047","True","8/3/2016 5:11:44 PM"
"47188","43635","1","BMT/9047","True","8/3/2016 5:11:44 PM"
"47189","43634","1","BMT/9047","True","8/3/2016 5:11:44 PM"
"47190","43639","2","BMT/9047","True","8/3/2016 5:11:59 PM"
"47191","43638","2","BMT/9047","True","8/3/2016 5:11:59 PM"
"47192","43637","2","BMT/9047","True","8/3/2016 5:11:59 PM"
"47193","43641","3","BMT/9047","True","8/3/2016 5:12:05 PM"
"47194","43640","3","BMT/9047","True","8/3/2016 5:12:05 PM"
"47248","43697","1","BMT/8865","True","8/4/2016 11:19:02 AM"
"47249","43696","1","BMT/8865","True","8/4/2016 11:19:02 AM"
"47250","43695","1","BMT/8865","True","8/4/2016 11:19:02 AM"
"47251","43700","2","BMT/8865","True","8/4/2016 11:20:03 AM"
"47252","43699","2","BMT/8865","True","8/4/2016 11:20:03 AM"
"47253","43698","2","BMT/8865","True","8/4/2016 11:20:03 AM"
"47254","43702","3","BMT/8865","True","8/4/2016 11:20:33 AM"
"47255","43701","3","BMT/8865","True","8/4/2016 11:20:33 AM"
"47277","43726","1","BMT/9394","True","8/4/2016 12:51:24 PM"
"47278","43725","1","BMT/9394","True","8/4/2016 12:51:24 PM"
"47279","43724","1","BMT/9394","True","8/4/2016 12:51:24 PM"
"47280","43729","2","BMT/9394","True","8/4/2016 12:52:07 PM"
"47281","43728","2","BMT/9394","True","8/4/2016 12:52:07 PM"
"47282","43727","2","BMT/9394","True","8/4/2016 12:52:07 PM"
"47283","43731","3","BMT/9394","True","8/4/2016 12:52:28 PM"
"47284","43730","3","BMT/9394","True","8/4/2016 12:52:28 PM"
"47295","43744","1","BMT/9396","True","8/4/2016 1:09:41 PM"
"47296","43743","1","BMT/9396","True","8/4/2016 1:09:41 PM"
"47297","43742","1","BMT/9396","True","8/4/2016 1:09:41 PM"
"47298","43747","2","BMT/9396","True","8/4/2016 1:09:56 PM"
"47299","43746","2","BMT/9396","True","8/4/2016 1:09:56 PM"
"47300","43745","2","BMT/9396","True","8/4/2016 1:09:56 PM"
"47381","43836","1","BMT/9715","True","8/17/2016 3:44:11 PM"
"47382","43835","1","BMT/9715","True","8/17/2016 3:44:11 PM"
"47383","43834","1","BMT/9715","True","8/17/2016 3:44:11 PM"
"47384","43840","9","BMT/9715","True","8/17/2016 3:44:28 PM"
"47385","43839","9","BMT/9715","True","8/17/2016 3:44:28 PM"
"47386","43838","9","BMT/9715","True","8/17/2016 3:44:28 PM"
"47387","43837","9","BMT/9715","True","8/17/2016 3:44:28 PM"
"47388","43843","15","BMT/9715","True","8/17/2016 3:44:53 PM"
"47389","43842","15","BMT/9715","True","8/17/2016 3:44:53 PM"
"47390","43841","15","BMT/9715","True","8/17/2016 3:44:53 PM"
"47530","43985","2","BMT/9736","True","8/18/2016 12:14:19 PM"
"47531","43984","2","BMT/9736","True","8/18/2016 12:14:19 PM"
"47532","43983","2","BMT/9736","True","8/18/2016 12:14:19 PM"
"47549","44004","1","BMT/9740","True","8/18/2016 12:21:26 PM"
"47550","44003","1","BMT/9740","True","8/18/2016 12:21:26 PM"
"47551","44002","1","BMT/9740","True","8/18/2016 12:21:26 PM"
"47552","44007","2","BMT/9740","True","8/18/2016 12:21:43 PM"
"47553","44006","2","BMT/9740","True","8/18/2016 12:21:43 PM"
"47554","44005","2","BMT/9740","True","8/18/2016 12:21:43 PM"
"47586","44040","3","BMT/9744","True","8/18/2016 1:31:05 PM"
"47587","44039","3","BMT/9744","True","8/18/2016 1:31:05 PM"
"47926","44381","2","BMT/9807","True","8/18/2016 5:06:30 PM"
"47927","44380","2","BMT/9807","True","8/18/2016 5:06:30 PM"
"47928","44379","2","BMT/9807","True","8/18/2016 5:06:30 PM"
"47929","44384","1","BMT/9807","True","8/18/2016 5:06:41 PM"
"47930","44383","1","BMT/9807","True","8/18/2016 5:06:41 PM"
"47931","44382","1","BMT/9807","True","8/18/2016 5:06:41 PM"
"47932","44386","3","BMT/9807","True","8/18/2016 5:07:05 PM"
"47933","44385","3","BMT/9807","True","8/18/2016 5:07:05 PM"
"47939","44390","2","BMT/9808","True","8/18/2016 5:12:36 PM"
"47940","44394","3","BMT/9808","True","8/18/2016 5:13:20 PM"
"47941","44393","3","BMT/9808","True","8/18/2016 5:13:20 PM"
"47948","44402","3","BMT/9809","True","8/18/2016 5:18:39 PM"
"47949","44401","3","BMT/9809","True","8/18/2016 5:18:39 PM"
"47950","44405","1","BMT/9810","True","8/18/2016 5:21:37 PM"
"47951","44404","1","BMT/9810","True","8/18/2016 5:21:37 PM"
"47952","44403","1","BMT/9810","True","8/18/2016 5:21:37 PM"
"47953","44408","2","BMT/9810","True","8/18/2016 5:22:00 PM"
"47954","44407","2","BMT/9810","True","8/18/2016 5:22:00 PM"
"47955","44406","2","BMT/9810","True","8/18/2016 5:22:00 PM"
"47956","44410","3","BMT/9810","True","8/18/2016 5:22:14 PM"
"47957","44409","3","BMT/9810","True","8/18/2016 5:22:14 PM"
"47958","44413","1","BMT/9811","True","8/18/2016 5:26:29 PM"
"47959","44412","1","BMT/9811","True","8/18/2016 5:26:29 PM"
"47960","44411","1","BMT/9811","True","8/18/2016 5:26:29 PM"
"47961","44416","2","BMT/9811","True","8/18/2016 5:26:45 PM"
"47962","44415","2","BMT/9811","True","8/18/2016 5:26:45 PM"
"47963","44414","2","BMT/9811","True","8/18/2016 5:26:45 PM"
"47964","44418","3","BMT/9811","True","8/18/2016 5:27:07 PM"
"47965","44417","3","BMT/9811","True","8/18/2016 5:27:07 PM"
"47966","44421","2","BMT/9812","True","8/18/2016 5:31:10 PM"
"47967","44420","2","BMT/9812","True","8/18/2016 5:31:10 PM"
"47968","44419","2","BMT/9812","True","8/18/2016 5:31:10 PM"
"47972","44427","2","BMT/9814","True","8/19/2016 10:49:41 AM"
"47973","44426","2","BMT/9814","True","8/19/2016 10:49:41 AM"
"47974","44425","2","BMT/9814","True","8/19/2016 10:49:41 AM"
"47975","44430","1","BMT/9817","True","8/19/2016 11:02:53 AM"
"47976","44429","1","BMT/9817","True","8/19/2016 11:02:53 AM"
"47977","44428","1","BMT/9817","True","8/19/2016 11:02:53 AM"
"47994","44449","2","BMT/9819","True","8/19/2016 11:13:49 AM"
"47325","43772","1","BMT/9708","True","8/17/2016 12:45:16 PM"
"47326","43771","1","BMT/9708","True","8/17/2016 12:45:16 PM"
"47327","43770","1","BMT/9708","True","8/17/2016 12:45:16 PM"
"47328","43775","2","BMT/9708","True","8/17/2016 12:45:36 PM"
"47329","43774","2","BMT/9708","True","8/17/2016 12:45:36 PM"
"47330","43773","2","BMT/9708","True","8/17/2016 12:45:36 PM"
"47331","43777","3","BMT/9708","True","8/17/2016 12:46:11 PM"
"47332","43776","3","BMT/9708","True","8/17/2016 12:46:11 PM"
"47333","43780","1","BMT/9709","True","8/17/2016 12:48:41 PM"
"47334","43779","1","BMT/9709","True","8/17/2016 12:48:41 PM"
"47335","43778","1","BMT/9709","True","8/17/2016 12:48:41 PM"
"47336","43783","2","BMT/9709","True","8/17/2016 12:48:59 PM"
"47337","43782","2","BMT/9709","True","8/17/2016 12:48:59 PM"
"47338","43781","2","BMT/9709","True","8/17/2016 12:48:59 PM"
"47339","43785","3","BMT/9709","True","8/17/2016 12:49:27 PM"
"47340","43784","3","BMT/9709","True","8/17/2016 12:49:27 PM"
"47341","43788","1","BMT/9710","True","8/17/2016 12:51:51 PM"
"47342","43787","1","BMT/9710","True","8/17/2016 12:51:51 PM"
"47343","43786","1","BMT/9710","True","8/17/2016 12:51:51 PM"
"47344","43791","2","BMT/9710","True","8/17/2016 12:52:08 PM"
"47345","43790","2","BMT/9710","True","8/17/2016 12:52:08 PM"
"47346","43789","2","BMT/9710","True","8/17/2016 12:52:08 PM"
"47347","43793","3","BMT/9710","True","8/17/2016 12:52:34 PM"
"47348","43792","3","BMT/9710","True","8/17/2016 12:52:34 PM"
"47349","43796","1","BMT/9711","True","8/17/2016 12:54:24 PM"
"47350","43795","1","BMT/9711","True","8/17/2016 12:54:24 PM"
"47351","43794","1","BMT/9711","True","8/17/2016 12:54:24 PM"
"47352","43799","2","BMT/9711","True","8/17/2016 12:54:41 PM"
"47353","43798","2","BMT/9711","True","8/17/2016 12:54:41 PM"
"47354","43797","2","BMT/9711","True","8/17/2016 12:54:41 PM"
"47355","43801","3","BMT/9711","True","8/17/2016 12:54:46 PM"
"47356","43800","3","BMT/9711","True","8/17/2016 12:54:46 PM"
"47368","43815","2","BMT/9713","True","8/17/2016 1:00:33 PM"
"47369","43814","2","BMT/9713","True","8/17/2016 1:00:33 PM"
"47370","43813","2","BMT/9713","True","8/17/2016 1:00:33 PM"
"47371","43817","3","BMT/9713","True","8/17/2016 1:02:41 PM"
"47372","43816","3","BMT/9713","True","8/17/2016 1:02:41 PM"
"47373","43820","1","BMT/9714","True","8/17/2016 1:54:37 PM"
"47374","43819","1","BMT/9714","True","8/17/2016 1:54:37 PM"
"47375","43818","1","BMT/9714","True","8/17/2016 1:54:37 PM"
"47376","43823","2","BMT/9714","True","8/17/2016 1:54:58 PM"
"47377","43822","2","BMT/9714","True","8/17/2016 1:54:58 PM"
"47378","43821","2","BMT/9714","True","8/17/2016 1:54:58 PM"
"47379","43825","3","BMT/9714","True","8/17/2016 1:55:06 PM"
"47380","43824","3","BMT/9714","True","8/17/2016 1:55:06 PM"
"47498","43953","1","BMT/9733","True","8/18/2016 11:44:13 AM"
"47499","43952","1","BMT/9733","True","8/18/2016 11:44:13 AM"
"47500","43951","1","BMT/9733","True","8/18/2016 11:44:13 AM"
"47501","43956","2","BMT/9733","True","8/18/2016 11:44:28 AM"
"47502","43955","2","BMT/9733","True","8/18/2016 11:44:28 AM"
"47503","43954","2","BMT/9733","True","8/18/2016 11:44:28 AM"
"47504","43958","3","BMT/9733","True","8/18/2016 11:44:33 AM"
"47505","43957","3","BMT/9733","True","8/18/2016 11:44:33 AM"
"47528","43982","3","BMT/9747","True","8/18/2016 12:07:13 PM"
"47529","43981","3","BMT/9747","True","8/18/2016 12:07:13 PM"
"47533","43988","2","BMT/9738","True","8/18/2016 12:17:07 PM"
"47534","43987","2","BMT/9738","True","8/18/2016 12:17:07 PM"
"47535","43986","2","BMT/9738","True","8/18/2016 12:17:07 PM"
"47536","43991","1","BMT/9738","True","8/18/2016 12:17:18 PM"
"47537","43990","1","BMT/9738","True","8/18/2016 12:17:18 PM"
"47538","43989","1","BMT/9738","True","8/18/2016 12:17:18 PM"
"47539","43993","3","BMT/9738","True","8/18/2016 12:17:34 PM"
"47540","43992","3","BMT/9738","True","8/18/2016 12:17:34 PM"
"47541","43996","1","BMT/9739","True","8/18/2016 12:19:15 PM"
"47542","43995","1","BMT/9739","True","8/18/2016 12:19:15 PM"
"47543","43994","1","BMT/9739","True","8/18/2016 12:19:15 PM"
"47544","43999","2","BMT/9739","True","8/18/2016 12:19:30 PM"
"47545","43998","2","BMT/9739","True","8/18/2016 12:19:30 PM"
"47546","43997","2","BMT/9739","True","8/18/2016 12:19:30 PM"
"47547","44001","3","BMT/9739","True","8/18/2016 12:19:48 PM"
"47548","44000","3","BMT/9739","True","8/18/2016 12:19:48 PM"
"47555","44010","2","BMT/9740","True","8/18/2016 12:26:05 PM"
"47556","44009","2","BMT/9740","True","8/18/2016 12:26:05 PM"
"47557","44008","2","BMT/9740","True","8/18/2016 12:26:05 PM"
"47558","44012","3","BMT/9740","True","8/18/2016 12:26:20 PM"
"47559","44011","3","BMT/9740","True","8/18/2016 12:26:20 PM"
"47570","44032","13","BMT/9743","True","8/18/2016 12:59:26 PM"
"47571","44031","13","BMT/9743","True","8/18/2016 12:59:26 PM"
"47572","44030","13","BMT/9743","True","8/18/2016 12:59:26 PM"
"47573","44029","13","BMT/9743","True","8/18/2016 12:59:26 PM"
"47574","44028","13","BMT/9743","True","8/18/2016 12:59:26 PM"
"47575","44027","13","BMT/9743","True","8/18/2016 12:59:26 PM"
"47576","44026","13","BMT/9743","True","8/18/2016 12:59:26 PM"
"47577","44025","13","BMT/9743","True","8/18/2016 12:59:26 PM"
"47578","44024","13","BMT/9743","True","8/18/2016 12:59:26 PM"
"47579","44023","13","BMT/9743","True","8/18/2016 12:59:26 PM"
"47673","44128","12","BMT/9760","True","8/18/2016 2:10:24 PM"
"47674","44127","12","BMT/9760","True","8/18/2016 2:10:24 PM"
"47675","44126","12","BMT/9760","True","8/18/2016 2:10:24 PM"
"47687","44140","29","BMT/9770","True","8/18/2016 2:47:09 PM"
"47704","44159","1","BMT/9773","True","8/18/2016 2:54:15 PM"
"47705","44158","1","BMT/9773","True","8/18/2016 2:54:15 PM"
"47706","44157","1","BMT/9773","True","8/18/2016 2:54:15 PM"
"47707","44162","2","BMT/9773","True","8/18/2016 2:54:46 PM"
"47708","44161","2","BMT/9773","True","8/18/2016 2:54:46 PM"
"47709","44160","2","BMT/9773","True","8/18/2016 2:54:46 PM"
"47710","44164","3","BMT/9773","True","8/18/2016 2:55:09 PM"
"47711","44163","3","BMT/9773","True","8/18/2016 2:55:09 PM"
"47747","44202","1","BMT/9780","True","8/18/2016 3:16:35 PM"
"47748","44201","1","BMT/9780","True","8/18/2016 3:16:35 PM"
"47749","44200","1","BMT/9780","True","8/18/2016 3:16:36 PM"
"47750","44205","2","BMT/9780","True","8/18/2016 3:16:55 PM"
"47751","44204","2","BMT/9780","True","8/18/2016 3:16:55 PM"
"47752","44203","2","BMT/9780","True","8/18/2016 3:16:55 PM"
"47753","44207","3","BMT/9780","True","8/18/2016 3:17:21 PM"
"47754","44206","3","BMT/9780","True","8/18/2016 3:17:21 PM"
"47798","44253","1","BMT/9792","True","8/18/2016 3:54:04 PM"
"47799","44252","1","BMT/9792","True","8/18/2016 3:54:04 PM"
"47800","44251","1","BMT/9792","True","8/18/2016 3:54:04 PM"
"47801","44256","2","BMT/9792","True","8/18/2016 3:54:21 PM"
"47802","44255","2","BMT/9792","True","8/18/2016 3:54:21 PM"
"47803","44254","2","BMT/9792","True","8/18/2016 3:54:21 PM"
"47804","44258","3","BMT/9792","True","8/18/2016 3:54:34 PM"
"47805","44257","3","BMT/9792","True","8/18/2016 3:54:34 PM"
"47830","44285","1","BMT/9796","True","8/18/2016 4:04:34 PM"
"47831","44284","1","BMT/9796","True","8/18/2016 4:04:34 PM"
"47832","44283","1","BMT/9796","True","8/18/2016 4:04:34 PM"
"47833","44288","2","BMT/9796","True","8/18/2016 4:04:53 PM"
"47834","44287","2","BMT/9796","True","8/18/2016 4:04:53 PM"
"47835","44286","2","BMT/9796","True","8/18/2016 4:04:53 PM"
"47836","44290","3","BMT/9796","True","8/18/2016 4:05:11 PM"
"47837","44289","3","BMT/9796","True","8/18/2016 4:05:11 PM"
"47902","44347","1","BMT/9804","True","8/18/2016 4:55:14 PM"
"47903","44348","1","BMT/9804","True","8/18/2016 4:55:14 PM"
"47904","44349","1","BMT/9804","True","8/18/2016 4:55:14 PM"
"47905","44350","2","BMT/9804","True","8/18/2016 4:55:31 PM"
"47906","44351","2","BMT/9804","True","8/18/2016 4:55:31 PM"
"47907","44352","2","BMT/9804","True","8/18/2016 4:55:31 PM"
"47908","44353","3","BMT/9804","True","8/18/2016 4:55:53 PM"
"47909","44354","3","BMT/9804","True","8/18/2016 4:55:53 PM"
